"NOM du produit";"Gencod EAN Article";"Gencod EAN Colis";"Gencod EAN Palette";"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"SAMOUSSAS BOEUF X6 MDARG 9X140G";3366760018875;13366760018872;23366760018879;51681;9;"Samossas boeuf : Farce 64.5% : viande bovine 30%, oignons 21%, coulis de tomate (tomates 93%, huile de tournesol, oignons, sucre, sel, basilic), carottes, champignons noirs réhydratés, châtaigne d'eau, huile d'olive vierge extra, coriandre, préparation aromatisée (maltodextrine de BLE et maïs, arômes naturels, eau, dextrose de BLE maïs, légumes (tomate, champignon), colorants : caramel ordinaire, extrait de paprika et curcumine, correcteurs d'acidité : acides citrique et malique, sel, épices et arômates (oignon, CELERI, poivre, laurier, thym)), pulpe d'ail, sel, basilic, épices 0.9% (paprika, curry (MOUTARDE), poivre, cannelle, coriandre, girofle, badiane, gingembre, fenouil, anis vert), citronnelle. Galette 35.5% : eau, farine de BLE , blanc d'OEUF en poudre, huile de tournesol, sel, émulsifiant : lécithine de colza.

Sauce aigre douce : eau, sucre, vinaigre, ananas, poivron rouge, amidon transformé de maïs : E1442, huile de tournesol, sel, acidifiant : E330, épices (curry (MOUTARDE)), stabilisants : E412, E415.

";"Blé
oeuf
moutarde";"boeuf: France";273;1602509500;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"SAMOUSSAS BOEUF X6 MDARG 9X140G";3366760018875;13366760018872;23366760018879;51681;9;;"Blé
oeuf
moutarde";"boeuf: France";273;1602509500;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"SAMOUSSAS BOEUF X6 MDARG 9X140G";3366760018875;13366760018872;23366760018879;51681;9;"Eau, sucre, vinaigre, ananas (5%), poivron, amidon transformé de maïs : E1442, huile de tournesol, sel, acidifiant : E330, épices (curry (MOUTARDE), gingembre), stabilisants : E412, E415";"Blé
oeuf
moutarde";"boeuf: France";273;1602509500;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"BEIG CREVETTE X6 MDARG 9X140G";3366760018868;13366760018865;23366760018862;51682;9;"CREVETTE 40%, préparation pâte à beignet (fécule de pomme de terre, farine et amidon de BLE, amidon modifié de pomme de terre, sel, poudres à lever : E450 et E500, épaississants : E407, E412, E415, curcuma), chapelure (farine de BLE, levure, sel), eau, huile de tournesol, OEUF entier en poudre, sucre.

";"crustacés
oeuf
blé, 
moutarde";"crevette: inde indonésie Yemen";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 10 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"BEIG CREVETTE X6 MDARG 9X140G";3366760018868;13366760018865;23366760018862;51682;9;;"crustacés
oeuf
blé, 
moutarde";"crevette: inde indonésie Yemen";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 10 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"BEIG CREVETTE X6 MDARG 9X140G";3366760018868;13366760018865;23366760018862;51682;9;"Eau, sucre, vinaigre, ananas, poivron rouge, amidon transformé de maïs : E1442, huile de tournesol, sel, acidifiant : E330, épices (curry (MOUTARDE)), stabilisants : E412, E415.";"crustacés
oeuf
blé, 
moutarde";"crevette: inde indonésie Yemen";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 10 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N CRABE CREV X 6 MDARG 9X200G";3366760018851;13366760018858;23366760018855;51683;9;"Farce 60% : Vermicelles de pois réhydratés, oignon, viande de porc, CREVETTE 12%, carottes, protéines et amidon de BLE, chair brune de crabe 6%, gras de porc, champignons noirs réhydratés, chapelure (farine de BLE, sel), huile de tournesol, sauce poisson (extrait d’ANCHOIS, sel, sucre), sel, pulpe d’ail, sucre, arôme, poivre. Galette 40% : eau, farine de riz , huile de tournesol, sel. ";"poisson
crustacés
blé";"porc: France
Crevette: indonésie
crabe: Europe";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N CRABE CREV X 6 MDARG 9X200G";3366760018851;13366760018858;23366760018855;51683;9;;"poisson
crustacés
blé";"porc: France
Crevette: indonésie
crabe: Europe";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N CRABE CREV X 6 MDARG 9X200G";3366760018851;13366760018858;23366760018855;51683;9;"Eau, sucre, nuoc mam (extrait de POISSON, sel), vinaigre, sel.";"poisson
crustacés
blé";"porc: France
Crevette: indonésie
crabe: Europe";273;1605219000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC X6 MDARG 9X200G";3366760018844;13366760018841;23366760018848;51684;9;"Farce 55.5%: viande de porc 12%, viande de porc gros grains 8%, oignons, vermicelles de pois réhydratés, carottes, germes de haricot mungo, gras de porc 5 %, protéines et amidon de BLE (SULFITES), champignons noirs réhydratés, chapelure (farine de BLE, sel), sel, ciboulette, arôme (GLUTEN), épices, poivre. 
Galette 44.5%: eau, farine de riz, huile de tournesol, sel.

";"blé
poisson 
orge";"porc: France";273;1602499000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC X6 MDARG 9X200G";3366760018844;13366760018841;23366760018848;51684;9;;"blé
poisson 
orge";"porc: France";273;1602499000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"N PORC X6 MDARG 9X200G";3366760018844;13366760018841;23366760018848;51684;9;"Eau, sucre, nuoc mam (extrait de POISSON, sel), vinaigre, sel.";"blé
poisson 
orge";"porc: France";273;1602499000;"Préchauffer le four 10 min à 180°C (th 7 )mettre les produits sur un plat, placer à mi-hauteur. Réchauffer 15 mn environ.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP BOLO M&M 10X360G";3366760018943;13366760018940;23366760018947;51695;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP BOLO M&M 10X360G";3366760018943;13366760018940;23366760018947;51695;10;"Fusilli 42% (semoule de blé dur),  eau, viande de bœuf 13%, tomate 11% (tomate, jus de tomate, acidifiant : acide citrique), concentré de tomate, oignon préfrit 5% (dont huile de tournesol), préparation aromatisante à base de vins, huile d’olive vierge extra, sel, sucre, basilic, colorant : extrait de paprika, conservateur : sorbate de potassium, thym, épaississant : gomme xanthane, laurier.

POIDS NET : 360G
EMB : 84007W";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP CARBO 360G M&M 10X360G";3366760019018;13366760019015;23366760019012;51696;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP CARBO 360G M&M 10X360G";3366760019018;13366760019015;23366760019012;51696;10;"Carbonara aux lardons fumés
Ingrédients : Fusilli 36% (semoule de blé dur), crème fraîche 22%,  lardons fumés 18% (poitrine de porc, sel, dextrose,  arôme, acidifiant : acide citrique, conservateurs : érythorbate de sodium et nitrite de sodium), oignon préfrit (dont huile de tournesol), eau, huile de tournesol,  arôme naturel (lait), sel, conservateur : sorbate de potassium, épaississant : gomme xanthane.

POIDS NET : 360 G
EMB : 84 007W";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP INDIENNE M&M 10X360G";3366760019025;13366760019022;23366760019029;51697;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP INDIENNE M&M 10X360G";3366760019025;13366760019022;23366760019029;51697;10;"Ingrédient : Fusilli 37% (semoule de blé dur), crème fraîche,  émincé de filet de poulet rôti 16% (poulet 96%, sel, maltodextrine, dextrose, arôme), eau, poudre de yaourt 3%, huile de tournesol, arôme naturel (lait), paprika, sucre, préparation pour sauce aromatisée 0,4% (épices et aromates 20,5%, lait, sel, huile de palme, amidon modifié, tomate, protéine de pois, arômes naturels, sucre, farine de blé, épaississant : gomme xanthane, colorant : extrait de paprika,  stabilisant : polysorbate 80), sel, conservateur : sorbate de potassium, épaississant : gomme xanthane. 
EMB : 84 007W    POIDS NET : 360 G
";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP PARME M&M 10X360G";3366760019032;13366760019039;23366760019036;51698;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP PARME M&M 10X360G";3366760019032;13366760019039;23366760019036;51698;10;"Ingrédients : Fusilli 42% (semoule de blé dur), crème fraîche, eau, jambon cru fumé 4% (jambon de porc, sel, dextrose, conservateurs : ascorbate de sodium et nitrite de sodium, épices et extraits d’épices, ferments lactiques), jambon cuit supérieur 4% (jambon de porc, sel, dextrose, sirop de glucose, arômes naturels, conservateurs : érythorbate de sodium et nitrite de sodium), huile de tournesol, parmesan (Parmigiano Reggiano) 1%,  ciboulette 0,9%, sel, conservateur : sorbate de potassium, arôme naturel (lait), épaississant : gomme xanthane. EMB : 84 007W
POIDS NET : 360 G    ";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP NAPO 360G M&M 10X360G";3366760019049;13366760019046;23366760019043;51699;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP NAPO 360G M&M 10X360G";3366760019049;13366760019046;23366760019043;51699;10;"Ingrédients : Penne Rigate 39% (semoule de blé dur), tomate 18% (tomate, jus de tomate, acidifiant : acide citrique), eau, poivrons jaune, rouge et vert 10%, oignon préfrit 4% (dont huile de tournesol) , concentré de tomate, olive noire 2% (olive, sel), préparation aromatisante à base de vins,  huile de tournesol, huile d’olive vierge extra, sel, sucre, basilic, thym, conservateur : sorbate de potassium, épaississant : gomme xanthane.

POIDS NET : 360 G  
EMB : 84 007W
";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP MONTAGNARDE M&M 10X360G";3366760019056;13366760019053;23366760019050;51700;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP MONTAGNARDE M&M 10X360G";3366760019056;13366760019053;23366760019050;51700;10;"MONTAGNARDE A L\'EMMENTAL ET CHAMPIGNON
Ingrédients : Penne Rigate 36% (semoule de blé dur), crème fraîche 23%, eau, Champignon de Paris 14% (champignon, eau, sel, acidifiant : acide citrique, antioxygène : acide ascorbique), emmental râpé 5%, huile de tournesol, arôme naturel (lait), sel, conservateur : sorbate de potassium, muscade, épaississant : gomme xanthane.
POIDS NET : 360 G   
EMB : 84 007W 

";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP PESTO SURG M&M 10X360G";3366760019070;13366760019077;23366760019074;51872;10;"Ingrédients : Penne rigate 46% (semoule de blé dur), eau, crème fraîche, lait demi-écrémé, préparation pour sauce 2% (basilic 50%,  huile de tournesol, eau, sel, ail, sucre, gomme xanthane), épinard, arôme naturel (lait), huile de tournesol, pignon de pin 0,9%, ail, sel, huile d’olive vierge extra,  épaississant : gomme xanthane, conservateur : sorbate de potassium, extrait d’épinard.
 
POIDS NET : 360G
EMB : 84 007 W
 
";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP PESTO SURG M&M 10X360G";3366760019070;13366760019077;23366760019074;51872;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP NORVEGIENNE SURG M&M 10X360G";3366760019087;13366760019084;23366760019081;51873;10;"Ingrédients : Penne rigate 42% (semoule de blé dur), crème fraîche 17%, eau, saumon 15%, huile d’olive vierge extra, jus de citron, saumon fumé 1% (saumon fumé, sel), arômes naturels (poisson, lait), sel, aneth, conservateur : sorbate de potassium, épaississant : gomme xanthane.
Poids net : 360 G
EMB : 84 007 W";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP NORVEGIENNE SURG M&M 10X360G";3366760019087;13366760019084;23366760019081;51873;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP OCEANE SURG M&M 10X360G";3366760019094;13366760019091;23366760019098;51874;10;;;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CUP OCEANE SURG M&M 10X360G";3366760019094;13366760019091;23366760019098;51874;10;"Ingrédients :  Fusilli 33% (semoule de blé dur), crème fraîche 22%, moule 14%, eau, préparation aromatisante à base de vin blanc, carotte, courgette, échalote, tomate, huile de tournesol, arômes naturels (poisson, lait), jus de citron, sel, colorant : extrait de paprika,  curcuma, conservateur : sorbate de potassium, épaississant : gomme xanthane.
Poids net : 360 G
EMB : 84007W
 
";;;365;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"LEG HERBE DOYPACK MDCAR 6X300G";3245414417687;03245414417700;23245414417704;51877;6;;lait.;"Haricot vert,chou romanesco, brocoli, oignon préfrit, petit pois : CE";11;;"Au four à micro-ondes :
Découper la partie supérieure du doypack,
et  réchauffer le contenant 3 minutes environ à 900 W.

ATTENTION A LA SORTIE DU FOUR A MICRO-ONDES, LE SACHET DOYPACK PEUT ETRE TRES CHAUD.

SERVICE
A l’aide d’une cuillère, répartir les pâtes selon le nombre de portions souhaitées.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"LEG HERBE DOYPACK MDCAR 6X300G";3245414417687;03245414417700;23245414417704;51877;6;"Haricot vert 25%, chou romanesco 20%, brocoli 18%, oignon préfrit 10% (oignons, huile de tournesol), petit pois 10%, tomates aromatisées (tomates semi-déshydratées, huile de colza, sel, origan, ail, acidifiant: acide citrique), herbes 4,6% (cerfeuil, ciboulette, persil, estragon), huile d’olive vierge extra, pulpe d’ail, sel, sucre, arôme naturel (contient lait).";lait.;"Haricot vert,chou romanesco, brocoli, oignon préfrit, petit pois : CE";11;;"Au four à micro-ondes :
Découper la partie supérieure du doypack,
et  réchauffer le contenant 3 minutes environ à 900 W.

ATTENTION A LA SORTIE DU FOUR A MICRO-ONDES, LE SACHET DOYPACK PEUT ETRE TRES CHAUD.

SERVICE
A l’aide d’une cuillère, répartir les pâtes selon le nombre de portions souhaitées.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"RIZ ALL'ARRABIATA MDCAR 6X300G";3245414417588;03245414417601;23245414417582;51880;6;;.;"Riz : Europe.";17;;"Au four à micro-ondes :
Découper la partie supérieure du doypack,
et  réchauffer le contenant 3 minutes environ à 900 W.

ATTENTION A LA SORTIE DU FOUR A MICRO-ONDES, LE SACHET DOYPACK PEUT ETRE TRES CHAUD.

SERVICE
A l’aide d’une cuillère, répartir les pâtes selon le nombre de portions souhaitées.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"RIZ ALL'ARRABIATA MDCAR 6X300G";3245414417588;03245414417601;23245414417582;51880;6;"Riz long grain cuit 58% (riz, eau), oignon préfrit 10% (oignons, huile de tournesol), tomate 8% (tomate concassée, jus de tomate, acidifiant : acide citrique), concentré de tomate 8%, huile de tournesol, parmesan 3%, pulpe d\'ail 2%, huile d\'olive vierge extra 2%, colorant : extrait de paprika, persil 1,5%, sel, sucre, piment 0,2%.";.;"Riz : Europe.";17;;"Au four à micro-ondes :
Découper la partie supérieure du doypack,
et  réchauffer le contenant 3 minutes environ à 900 W.

ATTENTION A LA SORTIE DU FOUR A MICRO-ONDES, LE SACHET DOYPACK PEUT ETRE TRES CHAUD.

SERVICE
A l’aide d’une cuillère, répartir les pâtes selon le nombre de portions souhaitées.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"SCE NM NEUTRE CRF TR 24X100G";3366760017977;13366760017974;23366760017971;51883;24;"Eau, sucre, vinaigre d\'alcool, sel (antiagglomérant : E535), sauce nuoc mam 3% (nuoc mam, sel), sauce soja (graine de soja, eau, farine de blé, sel), arôme naturel";"Poisson - Soja - Gluten";"Poisson : Thaïlande - Pacifique Centre Ouest";60;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"SCE NUOC MAM TRAUC 24X100G";3366760017984;13366760017981;23366760017988;51884;24;"Eau, sucre, vinaigre, sel, nuoc mam 3% (extrait de poisson, sel), sauce soja (extrait de graines de soja, eau, extrait de farine de blé, sel), arôme naturel, piment.";"poisson, soja, blé";"Poisson : Thaïlande";60;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MINI ACRAS CREV LSTDA 6X170G";3366760018622;13366760018629;23366760018626;51899;6;"Crevette 25%, eau, oignon, colin (lieu) 15%, protéine et amidon de blé, flocon de pomme de terre, huile de tournesol, oeuf, farine de blé, poivrons rouge, ail, poudre à lever (E450, E500), fumet de poisson, sel, paprika, arôme, huile de sésame, poivre, piment";"Crustacé - Poisson - Gluten - oeuf - Moutarde- Sésame
Fabriqué dans un atelier qui utilise: soja, lait, fruits à coque, céleri, mollusques";"Crevette : Inde - Océan Indien
Colin/lieu: : Islande - Iles Féroé - Lettonie - Atlantique NE
Oeuf : Europe";13;;"A LA POELE
Réchauffez les produits pendant 5 min dans une poêle antiadhésive en les retournant régulièrement
AU FOUR TRADITIONNEL
Préchauffez le four 10 mn à 200C° (th.7). Sortez les produits de la barquette noire et enfounez-les pendant 8 min à 200°C en ayant au préalable retiré la dosette de sauce";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MINI ACRAS CREV LSTDA 6X170G";3366760018622;13366760018629;23366760018626;51899;6;"Eau, sucre, vinaigre, ananas, amidon transformé, poivron, sel, huile végétale, acidifiant : acide citrique, épices (curry (moutarde), gingembre), stabilisants : gomme guar, gomme xanthane).";"Crustacé - Poisson - Gluten - oeuf - Moutarde- Sésame
Fabriqué dans un atelier qui utilise: soja, lait, fruits à coque, céleri, mollusques";"Crevette : Inde - Océan Indien
Colin/lieu: : Islande - Iles Féroé - Lettonie - Atlantique NE
Oeuf : Europe";13;;"A LA POELE
Réchauffez les produits pendant 5 min dans une poêle antiadhésive en les retournant régulièrement
AU FOUR TRADITIONNEL
Préchauffez le four 10 mn à 200C° (th.7). Sortez les produits de la barquette noire et enfounez-les pendant 8 min à 200°C en ayant au préalable retiré la dosette de sauce";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ASS DESSERT LSTDA 6X213G";3366760018639;13366760018636;23366760018633;51900;6;"Farce (55%) : ananas 44%, eau, protéine et amidon de blé (sulfites), margarine (huile et graisse de palme et colza, eau, émulsifiant : E471, sel, antioxydant : E330, colorant : E160a, arôme : diacétyle), sucre, noix de coco râpée 5.5%, oeuf en poudre, fécule de manioc, farine de blé, jus de citron (pourcentage exprimés sur la farce). Galette (45%) : eau, farine de blé, huile végétale, blanc d\'oeuf en poudre, sel, curcuma, émulsifiant : lécithine de colza";"Lactose - Gluten - Sulfites - Oeuf
Fabriqué dans un atelier qui utilise : poisson, crustacés, mollusques, moutarde, céleri, fruits à coques, sésame";"Lait : France
Oeuf : Europe
Margarine : Europe";13;;"AU FOUR TRADITIONNEL :
Préchauffez votre four pendant 10 min à 200°C (th. 7). Sortez les produits de la barquette noire et enfournez-les pendant 10 min à 200°C en ayant au préalable retiré la dosette de sauce.
A LA POELE :
Réchauffez les produits pendant 6 à 8 min dans une poêle antiadhésive en les retournant régulièrement";0;0;0.0;0.0;0.0;0.0;0.0;0.00
